0 0 TREE
0 1 TREE
0 2 TREE
0 3 TREE
0 4 TREE
0 5 TREE
0 6 TREE
0 7 TREE
0 8 TREE
0 9 TREE
0 10 TREE
0 11 TREE
0 12 TREE
0 13 TREE
0 14 TREE
0 15 TREE
0 16 TREE
0 17 TREE
0 18 TREE
0 19 TREE
0 20 TREE
0 21 TREE
0 22 TREE
0 23 TREE
0 24 TREE
0 25 TREE
0 26 TREE
0 27 TREE
0 28 TREE
0 29 TREE
0 30 TREE
0 31 TREE
0 32 TREE
0 33 TREE
0 34 TREE
0 35 TREE
0 36 TREE
1 0 TREE
1 1 EMPTY
1 2 EMPTY
1 3 EMPTY
1 4 EMPTY
1 5 EMPTY
1 6 EMPTY
1 7 EMPTY
1 8 EMPTY
1 9 EMPTY
1 10 EMPTY
1 11 EMPTY
1 12 EMPTY
1 13 EMPTY
1 14 EMPTY
1 15 EMPTY
1 16 EMPTY
1 17 EMPTY
1 18 EMPTY
1 19 EMPTY
1 20 EMPTY
1 21 EMPTY
1 22 EMPTY
1 23 EMPTY
1 24 EMPTY
1 25 EMPTY
1 26 EMPTY
1 27 EMPTY
1 28 EMPTY
1 29 EMPTY
1 30 EMPTY
1 31 EMPTY
1 32 EMPTY
1 33 EMPTY
1 34 EMPTY
1 35 EMPTY
1 36 TREE
2 0 TREE
2 1 EMPTY
2 2 HEAD_EAST
2 3 EMPTY
2 4 EMPTY
2 5 EMPTY
2 6 EMPTY
2 7 EMPTY
2 8 EMPTY
2 9 EMPTY
2 10 EMPTY
2 11 EMPTY
2 12 EMPTY
2 13 EMPTY
2 14 EMPTY
2 15 EMPTY
2 16 EMPTY
2 17 EMPTY
2 18 EMPTY
2 19 EMPTY
2 20 EMPTY
2 21 EMPTY
2 22 EMPTY
2 23 EMPTY
2 24 EMPTY
2 25 EMPTY
2 26 EMPTY
2 27 EMPTY
2 28 EMPTY
2 29 EMPTY
2 30 EMPTY
2 31 EMPTY
2 32 EMPTY
2 33 EMPTY
2 34 EMPTY
2 35 EMPTY
2 36 TREE
3 0 TREE
3 1 EMPTY
3 2 EMPTY
3 3 EMPTY
3 4 EMPTY
3 5 EMPTY
3 6 EMPTY
3 7 EMPTY
3 8 EMPTY
3 9 EMPTY
3 10 EMPTY
3 11 EMPTY
3 12 EMPTY
3 13 EMPTY
3 14 EMPTY
3 15 EMPTY
3 16 EMPTY
3 17 EMPTY
3 18 EMPTY
3 19 EMPTY
3 20 EMPTY
3 21 EMPTY
3 22 EMPTY
3 23 EMPTY
3 24 EMPTY
3 25 EMPTY
3 26 EMPTY
3 27 EMPTY
3 28 EMPTY
3 29 EMPTY
3 30 EMPTY
3 31 EMPTY
3 32 EMPTY
3 33 EMPTY
3 34 EMPTY
3 35 EMPTY
3 36 TREE
4 0 TREE
4 1 EMPTY
4 2 EMPTY
4 3 EMPTY
4 4 EMPTY
4 5 EMPTY
4 6 EMPTY
4 7 EMPTY
4 8 EMPTY
4 9 EMPTY
4 10 EMPTY
4 11 EMPTY
4 12 EMPTY
4 13 EMPTY
4 14 EMPTY
4 15 EMPTY
4 16 EMPTY
4 17 EMPTY
4 18 EMPTY
4 19 EMPTY
4 20 EMPTY
4 21 EMPTY
4 22 EMPTY
4 23 EMPTY
4 24 EMPTY
4 25 EMPTY
4 26 EMPTY
4 27 EMPTY
4 28 EMPTY
4 29 EMPTY
4 30 EMPTY
4 31 EMPTY
